,game,utt_id,game_start,utt_time,intent,int_type,oids,summary,holding,old_plan,corrected plan,anno_explain,utt
352,a271344397d0507c_5376,989,20250708-170508,20250708-171605,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'toaster_0  is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Bread, Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Toggle_off(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(breadsliced_0)'],,pick up the slice from the toaster
353,a271344397d0507c_5376,991,20250708-170508,20250708-171630,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,  is PickedUp,   ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Bread, Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Plate, Toaster, Tomato, Apple, Fork, SoapBottle, SaltShaker; ']",breadsliced_0,"[{'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(diningtable_0)'],,go back to the table
354,a271344397d0507c_5376,993,20250708-170508,20250708-171655,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,  is PickedUp,   ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top DishSponge, Mug, Potato, CoffeeMachine, Bread, Pan, Lettuce, Toaster, Plate, Apple, Tomato, Fork, SoapBottle, SaltShaker; ']",breadsliced_0,"[{'command': 'Go_to(diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(breadsliced_0, plate_0)']",,put the slice on the plate
355,a271344397d0507c_5376,995,20250708-170508,20250708-171746,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Bread, Bread, Bread, Bread, Lettuce, Plate, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg, Bread; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top DishSponge, Mug, Potato, CoffeeMachine, Bread, Pan, Lettuce, Toaster, Plate, Apple, Tomato, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Place(breadsliced_0, plate_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(toaster_0)'],,go to the toaster
356,a271344397d0507c_5376,998,20250708-170508,20250708-171918,Command,IN_CONTEXT_BEFORE_INITIAL,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Potato, Mug, CoffeeMachine, Bread, DishSponge, Pan, Lettuce, Toaster, Plate, Apple, Tomato, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Pick_up(breadsliced_1)'],,"no, the other slice that is on the counter top"
357,a271344397d0507c_5376,1000,20250708-170508,20250708-172006,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1 is PickedUp,   ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Tomato, Apple, Fork, SoapBottle, SaltShaker; ']",breadsliced_1,"[{'command': 'Pick_up(breadsliced_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(breadsliced_1, toaster_0)']",,put it into the toaster
358,a271344397d0507c_5376,1002,20250708-170508,20250708-172020,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1  is on top of a countertop_0 and on top of a toaster_0 ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Place(breadsliced_1, toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_on(toaster_0)'],,turn on the toaster
359,a271344397d0507c_5376,1004,20250708-170508,20250708-172035,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_off(toaster_0)'],,turn off the toaster
360,a271344397d0507c_5376,1006,20250708-170508,20250708-172051,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0', 'breadsliced_1']","['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Toggle_off(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(breadsliced_1)', 'Place(breadsliced_1, plate_0)']",,take the slice out of the toaster
361,8d187c2be57b026b_14a6,1009,20250711-170340,20250711-170354,Command,NO_CONTEXT,[],[],,[],['Find(wateringcan_0)'],,find a watering can
362,8d187c2be57b026b_14a6,1011,20250711-170340,20250711-170455,Command,IN_CONTEXT_AFTER_FINAL_FAILED,[],[],,"[{'command': 'Find(wateringcan_0)', 'status': 'SubgoalStatus.FAILED'}]",['Go_to(countertop_0)'],,go to the countertop
363,8d187c2be57b026b_14a6,1013,20250711-170340,20250711-170531,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['countertop_0'],"['countertop_0  , has on top DishSponge, Spatula, Apple, DishSponge, Bread, SaltShaker; ']",,"[{'command': 'Go_to(countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(RotateRight)'],,turn to the right
364,8d187c2be57b026b_14a6,1015,20250711-170340,20250711-170552,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['countertop_0'],"['countertop_0  , has on top DishSponge, Spatula, Apple, DishSponge, Bread, SaltShaker; ']",,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(sink_0)'],,go to the sink
365,8d187c2be57b026b_14a6,1017,20250711-170340,20250711-170613,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ']",,"[{'command': 'Go_to(sink_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(mug_0)'],,pick up the mug
366,8d187c2be57b026b_14a6,1019,20250711-170340,20250711-170651,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(sink_0)'],,go to the sink
367,8d187c2be57b026b_14a6,1021,20250711-170340,20250711-170703,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Go_to(sink_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(mug_0, sink_0)']",,empty the mug
368,8d187c2be57b026b_14a6,1023,20250711-170340,20250711-170727,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Pour(mug_0, sink_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(mug_0, sink_0)']",,put the mug into the sink
369,8d187c2be57b026b_14a6,1025,20250711-170340,20250711-170824,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['mug_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,  is PickedUp,   ; ']",mug_0,"[{'command': 'Place(mug_0, sink_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(mug_0, countertop_0)']",,put down the mug
370,8d187c2be57b026b_14a6,1027,20250711-170340,20250711-170912,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Apple, DishSponge, Bread, Mug, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ']",,"[{'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(faucet_0)'],,go to the faucet
371,8d187c2be57b026b_14a6,1029,20250711-170340,20250711-170938,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0 is Toggled,   is on top of a CounterTop ; ']",,"[{'command': 'Go_to(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_off(faucet_0)'],,turn of the faucet
372,8d187c2be57b026b_14a6,1031,20250711-170340,20250711-171006,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ']",,"[{'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Motion(RotateRight)', 'Motion(RotateRight)']",,turn around
373,8d187c2be57b026b_14a6,1033,20250711-170340,20250711-171015,Command,IN_CONTEXT_BEFORE_INITIAL,"['mug_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ']",,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Motion(RotateRight)', 'Motion(RotateRight)']",,#
374,8d187c2be57b026b_14a6,1035,20250711-170340,20250711-171105,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ']",,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(bottle_0)'],,pick up the bottle
375,8d187c2be57b026b_14a6,1037,20250711-170340,20250711-171131,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['mug_0', 'bottle_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ']",,"[{'command': 'Pick_up(bottle_0)', 'status': 'SubgoalStatus.FAILED'}]",['Go_to(cabinet_0)'],,go to the bottle
376,8d187c2be57b026b_14a6,1039,20250711-170340,20250711-171149,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'bottle_0', 'cabinet_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Plate, Mug, Spoon, Spoon; ']",,"[{'command': 'Go_to(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(bottle_0)'],,go to the bottle
377,8d187c2be57b026b_14a6,1046,20250711-170340,20250711-171431,Command,IN_CONTEXT_BEFORE_INITIAL,"['mug_0', 'bottle_0', 'cabinet_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Plate, Mug, Spoon, Spoon; ']",,"[{'command': 'Go_to(cabinet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Find(bottle_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Find(bottle_0)'],,"no, forget about the cabinet, just find the bottle"
378,8d187c2be57b026b_14a6,1048,20250711-170340,20250711-171459,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'bottle_0', 'cabinet_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Plate, Mug, Spoon, Spoon; ']",,"[{'command': 'Find(bottle_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(bottle_0)'],,go to the bottle
379,8d187c2be57b026b_14a6,1050,20250711-170340,20250711-171510,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'bottle_0', 'cabinet_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Plate, Mug, Spoon, Spoon; ']",,"[{'command': 'Go_to(bottle_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(RotateLeft)'],,turn left
380,8d187c2be57b026b_14a6,1052,20250711-170340,20250711-171528,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'bottle_0', 'cabinet_0', 'faucet_0', 'sink_0', 'countertop_0']","['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Plate, Mug, Spoon, Spoon; ']",,"[{'command': 'Motion(RotateLeft)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(bottle_0)'],,go to the bottle
381,140100bb94c405d9_6347,1055,20250711-171715,20250711-171721,Command,NO_CONTEXT,[],[],,[],['Find(knife_0)'],,go and find a knife
382,140100bb94c405d9_6347,1057,20250711-171715,20250711-171751,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['knife_0'],['knife_0  is inside a Fridge ; '],,"[{'command': 'Find(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Go_to(fridge_0)', 'Open(fridge_0)', 'Pick_up(knife_0)']",,pick up the knife
383,140100bb94c405d9_6347,1059,20250711-171715,20250711-171847,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['knife_0', 'fridge_0']","['knife_0 is PickedUp,   ; ', 'fridge_0 is Open,   is on top of a Floor , has inside Book, PepperShaker, Mug, CreditCard, SaltShaker, Fork, Bowl, Fork, Plate, Knife, SaltShaker; ']",knife_0,"[{'command': 'Go_to(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(knife_0, countertop_0)', 'Close(fridge_0)', 'Find(tomato_0)']",,close the fridge and find a tomato
384,140100bb94c405d9_6347,1061,20250711-171715,20250711-171941,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, Bowl, Fork, SaltShaker, CreditCard, Plate, Fork, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Statue, Lettuce, Knife, Lettuce, Bowl, Statue, Fork, CreditCard, Pot; ', 'tomato_0  is on top of a Stool ; ']",,"[{'command': 'Place(knife_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Close(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Find(tomato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(knife_0)', 'Go_to(tomato_0)']",,pick up the knife again and go to the tomato
385,140100bb94c405d9_6347,1064,20250711-171715,20250711-172035,Command,IN_CONTEXT_BEFORE_INITIAL,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['knife_0 is PickedUp,   ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, CreditCard, Fork, Pot; ', 'tomato_0  is on top of a Stool ; ']",knife_0,"[{'command': 'Place(knife_0, stool_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(tomato_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(tomato_0, stool_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Slice(tomato_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Slice(tomato_0)'],,no just slice the tomato
386,140100bb94c405d9_6347,1066,20250711-171715,20250711-172144,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['knife_0 is PickedUp,   ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Pot; ', 'tomato_0  ; ']",knife_0,"[{'command': 'Slice(tomato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(knife_0, countertop_0)']",,put down the knife
387,140100bb94c405d9_6347,1068,20250711-171715,20250711-172218,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Pot, Knife; ', 'tomato_0  ; ']",,"[{'command': 'Place(knife_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(tomatosliced_0)'],,pick up a slice of tomato
388,140100bb94c405d9_6347,1073,20250711-171715,20250711-172515,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'bowl_0', 'fridge_0', 'tomatosliced_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Knife, Pot; ', 'tomato_0  ; ', 'tomatosliced_0 is PickedUp,   ; ', 'bowl_0 is Dirty,   is inside a Cabinet ; ']",tomatosliced_0,"[{'command': 'Find(bowl_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Go_to(bowl_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(tomatosliced_0, bowl_0)']",,put the slice into the bowl
389,140100bb94c405d9_6347,1080,20250711-171715,20250711-172903,Command,IN_CONTEXT_BEFORE_INITIAL,"['tomato_0', 'bowl_1', 'knife_0', 'bowl_0', 'fridge_0', 'tomatosliced_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Knife, Pot; ', 'tomato_0  ; ', 'tomatosliced_0 is PickedUp,   ; ', 'bowl_0 is Dirty,   is inside a Cabinet ; ', 'bowl_1 is FilledWithLiquid,   is on top of a CounterTop ; ']",tomatosliced_0,"[{'command': 'Place(tomatosliced_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Go_to(bowl_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Go_to(bowl_1)', 'Place(tomatosliced_0, bowl_1)']",,no take the tomato slice with you to the bowl
