game,uid,id,game_start,utt_time,context,utt,old_plan,new_plan,new_plan_correction,anno,int_type,anno_explain,anno_manual_plan_correction,anno_needs_dlg,anno_couldbesolved_by_reasoning,notes
a271344397d0507c_5376,A4,981,20250708-170508,20250708-171318,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1'], 'summary': ['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0  is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0  is on top of a CounterTop , has on top Bread; ', 'breadsliced_1 is PickedUp,   ; '], 'holding': 'breadsliced_1', 'visual': 'BreadSliced; BreadSliced; BreadSliced; BreadSliced; Bread; Cup; Plate; SaltShaker; Lettuce; Tomato; Floor; Knife; Window; Lettuce; ButterKnife; Blinds; Stool; DiningTable'}",put it into the toaster,"[{'command': 'Pick_up(breadsliced_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(breadsliced_1, toaster_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,983,20250708-170508,20250708-171426,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1'], 'summary': ['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0  is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0  is on top of a CounterTop , has on top Bread; ', 'breadsliced_1 is PickedUp,   ; '], 'holding': 'breadsliced_1', 'visual': 'BreadSliced; BreadSliced; SaltShaker; Tomato; Apple; DishSponge; Lettuce; ButterKnife; CounterTop; Sink; Cabinet; Drawer; Cabinet; Cabinet; Cabinet; Cabinet; Potato; Plate; Toaster; Spatula; CoffeeMachine; SinkBasin; Faucet'}",put down the slice of bread on the counter top,"[{'command': 'Place(breadsliced_1, toaster_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(breadsliced_1, countertop_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_FAILED,,,,,
a271344397d0507c_5376,A4,985,20250708-170508,20250708-171504,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0  is on top of a countertop_0 and on top of a toaster_0 ; ', 'toaster_0  is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Mug, Potato, CoffeeMachine, DishSponge, Pan, Bread, Lettuce, Plate, Toaster, Apple, Tomato, Bread, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; BreadSliced; SaltShaker; SoapBottle; Fork; Tomato; Apple; Lettuce; ButterKnife; CounterTop; Sink; Plate; Toaster; Spatula; SinkBasin; SaltShaker; Faucet'}",toggle on the toaster,"[{'command': 'Place(breadsliced_1, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_on(toaster_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,987,20250708-170508,20250708-171527,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0  is on top of a countertop_0 and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Potato, Mug, Bread, DishSponge, CoffeeMachine, Pan, Lettuce, Toaster, Plate, Apple, Tomato, Bread, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}",turn off the toaster,"[{'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_off(toaster_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,989,20250708-170508,20250708-171605,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'toaster_0  is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Bread, Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}",pick up the slice from the toaster,"[{'command': 'Toggle_off(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(breadsliced_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,991,20250708-170508,20250708-171630,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,  is PickedUp,   ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Bread, Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Plate, Toaster, Tomato, Apple, Fork, SoapBottle, SaltShaker; '], 'holding': 'breadsliced_0', 'visual': 'BreadSliced; BreadSliced; SaltShaker; SoapBottle; Fork; Tomato; Apple; Lettuce; ButterKnife; CounterTop; Sink; Plate; Toaster; Spatula; SinkBasin; SaltShaker; Faucet'}",go back to the table,"[{'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(diningtable_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,993,20250708-170508,20250708-171655,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 ; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,  is PickedUp,   ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top DishSponge, Mug, Potato, CoffeeMachine, Bread, Pan, Lettuce, Toaster, Plate, Apple, Tomato, Fork, SoapBottle, SaltShaker; '], 'holding': 'breadsliced_0', 'visual': 'BreadSliced; BreadSliced; BreadSliced; BreadSliced; Bread; Cup; Plate; SaltShaker; Tomato; Egg; Cup; WineBottle; Apple; Lettuce; Tomato; Floor; Knife; Window; Lettuce; ButterKnife; Blinds; Stool; DiningTable'}",put the slice on the plate,"[{'command': 'Go_to(diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(breadsliced_0, plate_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,995,20250708-170508,20250708-171746,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Bread, Bread, Bread, Bread, Lettuce, Plate, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg, Bread; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top DishSponge, Mug, Potato, CoffeeMachine, Bread, Pan, Lettuce, Toaster, Plate, Apple, Tomato, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; BreadSliced; BreadSliced; BreadSliced; Bread; Cup; Plate; Egg; SaltShaker; Tomato; Egg; Cup; WineBottle; Apple; Lettuce; Tomato; Floor; Knife; Window; Lettuce; ButterKnife; Blinds; Stool; DiningTable'}",go to the toaster,"[{'command': 'Place(breadsliced_0, plate_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(toaster_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,998,20250708-170508,20250708-171918,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1  is on top of a countertop_0 ; ', 'countertop_0  , has on top Potato, Mug, CoffeeMachine, Bread, DishSponge, Pan, Lettuce, Toaster, Plate, Apple, Tomato, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}","no, the other slice that is on the counter top","[{'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Pick_up(breadsliced_1)'],,gpt,IN_CONTEXT_BEFORE_INITIAL,,,,,
a271344397d0507c_5376,A4,1000,20250708-170508,20250708-172006,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 ; ', 'breadsliced_1 is PickedUp,   ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Tomato, Apple, Fork, SoapBottle, SaltShaker; '], 'holding': 'breadsliced_1', 'visual': 'BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}",put it into the toaster,"[{'command': 'Pick_up(breadsliced_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(breadsliced_1, toaster_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,1002,20250708-170508,20250708-172020,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1  is on top of a countertop_0 and on top of a toaster_0 ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}",turn on the toaster,"[{'command': 'Place(breadsliced_1, toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_on(toaster_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,1004,20250708-170508,20250708-172035,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}",turn off the toaster,"[{'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_off(toaster_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A4,1006,20250708-170508,20250708-172051,"{'oids': ['plate_0', 'knife_0', 'bread_0', 'diningtable_0', 'breadsliced_0', 'toaster_0', 'breadsliced_1', 'countertop_0'], 'summary': ['plate_0  is on top of a diningtable_0 , has on top Bread; ', 'knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a plate_0 and on top of a diningtable_0 ; ', 'toaster_0  is on top of a countertop_0 , has on top Bread; ', 'breadsliced_1 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'countertop_0  , has on top Potato, CoffeeMachine, DishSponge, Mug, Pan, Lettuce, Toaster, Plate, Bread, Tomato, Apple, Fork, SoapBottle, SaltShaker; '], 'holding': None, 'visual': 'BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}",take the slice out of the toaster,"[{'command': 'Toggle_off(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(breadsliced_1)', 'Place(breadsliced_1, plate_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1009,20250711-170340,20250711-170354,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Pan; Drawer; CounterTop; Cabinet; Cabinet; CounterTop; Floor; ButterKnife'}",find a watering can,[],['Find(wateringcan_0)'],,gpt,NO_CONTEXT,,,,,
8d187c2be57b026b_14a6,A4,1011,20250711-170340,20250711-170455,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Pan; Drawer; CounterTop; Cabinet; Cabinet; CounterTop; Floor; ButterKnife'}",go to the countertop,"[{'command': 'Find(wateringcan_0)', 'status': 'SubgoalStatus.FAILED'}]",['Go_to(countertop_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_FAILED,,,,,
8d187c2be57b026b_14a6,A4,1013,20250711-170340,20250711-170531,"{'oids': ['countertop_0'], 'summary': ['countertop_0  , has on top DishSponge, Spatula, Apple, DishSponge, Bread, SaltShaker; '], 'holding': None, 'visual': 'Bread; SaltShaker; Apple; DishSponge; Drawer; StoveBurner; Drawer; Drawer; Drawer; Drawer; Cabinet; Cabinet; CounterTop; Spatula; Fridge; DishSponge'}",turn to the right,"[{'command': 'Go_to(countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(RotateRight)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1015,20250711-170340,20250711-170552,"{'oids': ['countertop_0'], 'summary': ['countertop_0  , has on top DishSponge, Spatula, Apple, DishSponge, Bread, SaltShaker; '], 'holding': None, 'visual': 'Bread; Kettle; SoapBottle; Apple; StoveBurner; Drawer; StoveBurner; CounterTop; StoveBurner; Drawer; Drawer; Drawer; Cabinet; Cabinet; Drawer; CounterTop; Drawer; Drawer; Drawer; StoveBurner; Drawer; Floor; StoveKnob; StoveKnob; StoveKnob; StoveKnob; Ladle; Kettle; Bread; Toaster'}",go to the sink,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(sink_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1017,20250711-170340,20250711-170613,"{'oids': ['countertop_0', 'sink_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; '], 'holding': None, 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; HousePlant; Window; Knife; CoffeeMachine; SinkBasin; Mug; Faucet'}",pick up the mug,"[{'command': 'Go_to(sink_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(mug_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1019,20250711-170340,20250711-170651,"{'oids': ['countertop_0', 'sink_0', 'mug_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'SoapBottle; Drawer; CounterTop; Cabinet; Cabinet; Drawer; Sink; HousePlant; GarbageCan; Window; Knife; CoffeeMachine; SinkBasin; Mug; Faucet'}",go to the sink,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(sink_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1021,20250711-170340,20250711-170703,"{'oids': ['countertop_0', 'sink_0', 'mug_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; HousePlant; Window; Knife; CoffeeMachine; SinkBasin; Mug; Faucet'}",empty the mug,"[{'command': 'Go_to(sink_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(mug_0, sink_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1023,20250711-170340,20250711-170727,"{'oids': ['countertop_0', 'sink_0', 'mug_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; HousePlant; Window; Knife; CoffeeMachine; SinkBasin; Mug; Faucet'}",put the mug into the sink,"[{'command': 'Pour(mug_0, sink_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(mug_0, sink_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1025,20250711-170340,20250711-170824,"{'oids': ['countertop_0', 'sink_0', 'mug_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; Floor; HousePlant; GarbageCan; Window; CoffeeMachine; SinkBasin; Mug; Faucet'}",put down the mug,"[{'command': 'Place(mug_0, sink_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(mug_0, countertop_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_FAILED,,,,,
8d187c2be57b026b_14a6,A4,1027,20250711-170340,20250711-170912,"{'oids': ['countertop_0', 'sink_0', 'mug_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, Apple, DishSponge, Bread, Mug, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; '], 'holding': None, 'visual': 'Bread; SaltShaker; Apple; DishSponge; Drawer; StoveBurner; Drawer; Drawer; Drawer; Drawer; Cabinet; Cabinet; CounterTop; Spatula; Fridge; DishSponge; Mug'}",go to the faucet,"[{'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Go_to(faucet_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1029,20250711-170340,20250711-170938,"{'oids': ['countertop_0', 'sink_0', 'mug_0', 'faucet_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, Mug, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0 is Toggled,   is on top of a CounterTop ; '], 'holding': None, 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; HousePlant; Window; Knife; CoffeeMachine; SinkBasin; Faucet'}",turn of the faucet,"[{'command': 'Go_to(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_off(faucet_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1031,20250711-170340,20250711-171006,"{'oids': ['countertop_0', 'sink_0', 'mug_0', 'faucet_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, Mug, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; '], 'holding': None, 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; HousePlant; Window; Knife; CoffeeMachine; SinkBasin; Faucet'}",turn around,"[{'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Motion(RotateRight)', 'Motion(RotateRight)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A4,1033,20250711-170340,20250711-171015,"{'oids': ['countertop_0', 'sink_0', 'mug_0', 'faucet_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, Mug, Apple, DishSponge, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; '], 'holding': None, 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; HousePlant; Window; Knife; CoffeeMachine; SinkBasin; Faucet'}",#,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Motion(RotateRight)', 'Motion(RotateRight)']",,gpt,IN_CONTEXT_BEFORE_INITIAL,,,,,
8d187c2be57b026b_14a6,A4,1035,20250711-170340,20250711-171105,"{'oids': ['countertop_0', 'sink_0', 'mug_0', 'faucet_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; '], 'holding': None, 'visual': 'Pan; Egg; Bottle; DishSponge; Bowl; CounterTop; Floor; ButterKnife; Tomato'}",pick up the bottle,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(bottle_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
